sha,date,subject,category,objective_or_task_ids,files_changed,insertions,deletions,runtime_reachable,runtime_reachable_detail,tests_added,is_revert_or_retraction,authority_effect,claimed_result,auditor_independent_check,disposition
050f19b30995781d3ca7d7c4e02467618398304f,2026-08-17 18:10:32 -0400,fix(marine): the island halo is the NE island re-assert -- gate 1200 -> 400,fix,NONE,7,285,62,YES,"YES -- frontend/src/components/map/{WebGLMarineMaskRenderer.js, WebGLMarineEngine.js, marineOverlayMode.js}","frontend/src/components/map/WebGLMarineMaskRenderer.islandReassertGate.test.js (new, 83 lines, 10 test cases)",NO,"REMOVES_AUTHORITY -- the Natural Earth land re-assert now fires only below 400 px/deg instead of 1200, so NE land can no longer force the mask to land in the viewport-overlay regime","Narrowing the re-assert density gate 1200->400 collapses the halo from a 15 px band to 3 px, matching the fully-disabled leg, while preserving the Abaco anti-flooding case","CONFIRMED from the diff. WebGLMarineMaskRenderer.js:79-115 adds ISLAND_REASSERT_MAX_DENSITY = 400 and the pure predicate islandReassertEnabled(); the call site at :216-217 replaces `const _maxDensity = (... Number(window.__RAW_ISLAND_REASSERT_MAX_DENSITY__)) || 1200; if (!_raOff && _densityPxDeg > 0 && _densityPxDeg < _maxDensity)` with the predicate whose NaN fallback is 400. Default behaviour therefore changes for every density in [400,1200). The marineOverlayMode.js move is verified as a PURE RELOCATION: computeMidCarveReplace and computeMidZoomOverlayEngage are deleted verbatim from WebGLMarineEngine.js:3024+ and re-exported by name at WebGLMarineEngine.js:29-31, so importers are untouched. LOC claim VERIFIED: engine wc -l at this sha is 3199 (claim 3199 <= 3207). The 10-test claim matches 10 `it(` cases. The A/B measurement table is UNVERIFIED (browser harness, output untracked).",SUBSTANTIVE_PROGRESS
6022f4cfd8c11937b5f8a3ffbc41a0b7e899709f,2026-08-17 18:24:41 -0400,"verify(marine): the island-halo fix, confirmed on the deployed build with a positive control",evidence,NONE,2,25,1,NO,NO,NONE,NO,NEUTRAL -- one stale log label in a harness script,"Within-build three-leg A/B on 050f19b3 confirms the fix, with MAX_DENSITY=100000 as a positive control restoring the 55 px signature bearing","Diff is frontend/scripts/rim-width-and-worst-bearings.js (1 line: log label 'stock gate 1200' -> 'stock -- code default 400') plus 24 lines appended to program/.../ISLAND-HALO-REASSERT-FIX-2026-08-17.md. No src, no tests. The verification numbers are UNVERIFIED -- they would be verified by re-running the committed harness with the same three MAX_DENSITY legs.",EVIDENCE_ONLY
04e7c3ec2af7cfd2affa942ab49024ce41ffc640,2026-08-17 18:25:05 -0400,"docs(marine): correct a stale line -- section 5 said ""not yet verified"" after 4a verified it",docs,NONE,1,2,2,NO,NO,NONE,NO -- a self-consistency correction to a document written 24 s earlier,NEUTRAL,Removes an internal contradiction in the fix's evidence file,"Single markdown file, 2 lines changed. Nothing else.",DOCS_ONLY
7f2c6f227e35077d85d1791802964007f66bfa0b,2026-08-17 21:30:01 -0400,verify(marine): the Abaco flooding protection SURVIVES the gate change -- 9.4% -> 0% at the one camera that exercises it,evidence,NONE,3,203,0,NO,NO,NONE,NO,NEUTRAL -- harness + docs,"The regression risk carried by 050f19b3 (losing anti-flooding) is measured and preserved: 9.4% -> 0% at bahamas z6.5, four other cameras reported as NULLS not passes","Diff: frontend/.gitignore (+2), frontend/scripts/abaco-flooding-regression.js (new, 171), evidence md (+30). This is the honest shape -- the commit reports four nulls as nulls and explicitly refuses to attribute the confounded gate_1200/36.5% leg. Numbers UNVERIFIED (untracked harness output); verifiable by re-running abaco-flooding-regression.js at the five named cameras.",EVIDENCE_ONLY
6a072e362730adcf91fa6f2b75c664a5d234c3ee,2026-08-17 21:38:21 -0400,"measure(marine): the 255 deg residual is 16 px PERPENDICULAR, not 28 -- obliquity inflated it 1.75x",evidence,NONE,2,190,2,NO,NO,NONE,YES -- retracts the new script's own first verdict column as wrong (it compared stale pre-fix ray onsets against fresh normal measurements) and downgrades the previously-reported 28 px residual to 16 px,NEUTRAL -- script + docs,"Measuring along the local coast normal instead of a centroid ray shows the residual is 16 px, not 28; the repaired 75 deg bearing reads 0 px as a positive control","Diff: frontend/scripts/coast-normal-onset.js (new, 165), evidence md (+27/-2). No src. Retraction is explicit and in the message. Measurements UNVERIFIED.",SELF_CORRECTION
b201919a05d715a45c185e26e5d11dea11006038,2026-08-17 22:21:09 -0400,forensics(marine): the 255 deg residual is NOT a mask defect -- the mask reads 255 through the hole,forensics,NONE,8,1124,1,NO,NO,NONE,PARTIAL -- retires the whole coastline-fidelity hypothesis family at this coordinate and kills two of the author's own alternatives; the CONCLUSION is itself retracted 90 minutes later by 80b4facb,"NEUTRAL -- six new harness scripts under frontend/scripts, two program/ docs","The ocean mask reads 255 (full water) on every term through the hole, so every mask lever in the arc was testing an innocent subsystem; the defect is a hard 8-css-px step, 836 m at z9.3","Diff is 6 new frontend/scripts/teardown-255*.js files (1,021 lines total) + evidence md (+11/-1) + TEARDOWN-255-2026-08-17.md (new, 93). Zero src. ⚠️ The headline conclusion is SUPERSEDED 90 min later by 80b4facb, which shows the hole was a road-number-shield ICON, i.e. the whole teardown measured a map label. The instrument-refusal discipline described (grid control printing INCONCLUSIVE) is a claim I cannot verify from the diff.",EVIDENCE_ONLY
3bf1ef1de836bd1764750f15a1799d96293e02af,2026-08-17 23:17:58 -0400,instrument(marine): a discard-reason debug mode -- a blank pixel cannot say which discard ran,instrument,NONE,4,279,0,YES,"YES -- frontend/src/components/map/{WebGLMarineShaders.js, WebGLMarineEngine.js}","frontend/src/components/map/WebGLMarineShaders.whyDebugMode.test.js (new, 72 lines, 5 test cases)",NO,NEUTRAL -- default-inert debug branch; debugModeVal stays 0.0 unless a window flag is set,"Adds __GPU_DEBUG__ mode='why' painting RED/BLUE/GREEN for the two shader discards, default-inert, with 5 tests guarding against drift between the debug branch and the real discards","CONFIRMED. WebGLMarineShaders.js:470-484 adds the `u_debug_mode < 5.5` branch; WebGLMarineEngine.js:1505 adds `else if (mode === 'why') debugModeVal = 5.0`. The debug branch's rating test `waveHeight * 10.0 <= 0.05` is algebraically IDENTICAL to the real discard, verified at WebGLMarineShaders.js:519-520 where `float ratingScore = waveHeight * 10.0;` precedes `if (ratingScore <= 0.05) discard;`. Test count claim (5) matches 5 `it(` cases. LOC claim VERIFIED: shaders 629, engine 3200. ⚠️ The commit is honest that the instrument was NOT exercised end-to-end (local backend 401s) -- that admission is accurate and is the reason this is instrumentation, not a fix.",SUBSTANTIVE_PROGRESS
9f89e891387df5bbde5374a43582151069329460,2026-08-17 23:30:51 -0400,"evidence(marine): the halo residuals -- one shipped fix replicated, one regression accusation withdrawn",evidence,NONE,1,535,0,NO,NO,NONE,"YES -- withdraws a regression accusation against 050f19b3/7f2c6f22 (the shipped gate is exonerated: blank under BOTH gates), retracts a 'coverage_gap => blank' inference, and downgrades its own cause-finding to a REPLICATION of an already-shipped fix","NEUTRAL -- one markdown file, 535 lines appended","Sections 24-29: a void lever, a replicated (not discovered) cause, an amplitude residual that is neither sheltering nor empty cells, and a blank marine field at Madeira z9.3 that exonerates the shipped gate","Diff is exactly one file: program/weather-simulation/evidence/ISLAND-HALO-2026-08-17.md (+535). Commit message's claim 'No code touched, nothing shipped, no lever left set' is CONFIRMED by the file list. ⚠️ Written by a CONCURRENT session (Co-Authored-By 'Claude Opus 5 (1M context)'), and it records the deployed bundle changing mid-campaign -- so its sections 26-28 are self-declared pre-fix-bundle numbers. All measurements UNVERIFIED.",EVIDENCE_ONLY
2270b51c78b461ddf3f67f91712680deda8d2e16,2026-08-17 23:42:06 -0400,"harness(marine): ten probes for the halo residuals, each carrying the control it cost to learn",harness,NONE,10,2571,0,NO,NO,"NONE -- these are browser probes under frontend/scripts, not suite tests",PARTIAL -- the message flags one committed probe (swell-range-probe.js) as printing a WRONG verdict ('GO: 75.6 deg' from circular-averaging probes 180 deg apart) and one (mask-offset-jacobian.js) as VOID as run,"NEUTRAL -- 10 new files, all under frontend/scripts",Ten measurement probes committed with their controls and their known failure modes recorded,"Diff is 10 new frontend/scripts/*.js files totalling 2,571 lines; zero src, zero suite tests, zero docs. Commit's 'No application code touched' is CONFIRMED. ⚠️ Two of the ten are committed with self-declared defects (a wrong verdict line, a void run) -- kept deliberately as records, but a future reader running swell-range-probe.js will read a wrong GO number unless they read this commit message first.",EVIDENCE_ONLY
80b4facb59b34450435a6e4639dfcfaf6b47efc9,2026-08-17 23:54:34 -0400,fix(marine): the overlay telemetry claimed a mode while the overlay was OFF -- and it misled this session,fix,LOP-0002,5,520,3,YES,"YES -- frontend/src/components/map/{WebGLMarineEngine.js, marineOverlayMode.js}","frontend/src/components/map/marineOverlayMode.telemetryReason.test.js (new, 80 lines, 10 `it(` cases)","YES, headline retraction -- the '255 deg residual' torn down across b201919a, 6a072e36 and 3bf1ef1d is withdrawn as a road-number-shield ICON, and the whole canvas-readback method used across the arc is declared suspect",NEUTRAL -- diagnostic-only string; the fix changes only the OFF-case labels of a window.__RAW_GPU__ telemetry field,Extracts overlayTelemetryReason() so `on` (ground truth) outranks `replace`; no applied-mode label can be returned for an unapplied overlay. Plus the retraction of the 255 deg residual.,"CONFIRMED. marineOverlayMode.js:64-90 adds overlayTelemetryReason() with `if (!o.overlayOn) return 'off'` placed BEFORE the replace branch, inverting the old inline precedence at WebGLMarineEngine.js:1362 (which tested `_overlayReplace ? ... : (overlayOn ? ... : 'off')`). Applied-mode labels midcarve_replace / world_grid / coverage_gap / dense_base_min_combine / min_combine are preserved verbatim. Diagnostic-only claim is consistent with the write target being `window.__RAW_GPU__.overlayMask`. ⚠️ Claimed '13 tests'; the file contains 10 `it(` cases (three of which loop over multiple states) -- a modest over-count, not a fabrication. LOC VERIFIED: engine 3200.",SUBSTANTIVE_PROGRESS
014c0674e8c072c18fb15ec602815000f2d3da88,2026-08-18 00:16:45 -0400,"forensics(marine): the island halo is a GRID-RESOLUTION limit -- 22.5 km cells, not the mask",forensics,NONE,3,491,0,NO,NO,NONE,"YES -- formally retracts the 255 deg residual (road shield) and records that a duplicate implementation (marineGridLandFill.js, a re-derivation of extrapolateOceanData) was caught by grep BEFORE being built",NEUTRAL -- two frontend/scripts probes + one program/ doc,"Root cause is a ~22.5 km grid where island cells carry an extrapolated lee/windward blend (1.26/1.08/1.13) that bilinear spreads onto the windward shore; NO code fix shipped, deliberately","Diff: frontend/scripts/island-grid-values.js (new, 168), frontend/scripts/island-rim-metric.js (new, 230), program/.../ISLAND-HALO-ROOT-CAUSE-2026-08-18.md (new, 93). Zero src -- the 'no code fix shipped, deliberately' claim is CONFIRMED. The explicit instruction 'DO NOT TUNE THE EXTRAPOLATION' is a useful negative result. The 1.26/1.08/1.13 and 1.12-vs-1.60 numbers are UNVERIFIED; verifiable by re-running island-grid-values.js at Madeira z9.3.",EVIDENCE_ONLY
bcd8eb3eff715eb479ef42545895ec62662b6128,2026-08-18 10:42:44 -0400,fix(marine): land-aware wave fetch -- stop island land cells bleeding onto the windward shore,feat,NONE,6,274,2,YES,"YES -- frontend/src/components/map/{WebGLMarineShaders.js, WebGLMarineGeoData.js, WebGLMarineEngine.js, marineLandAwareFetch.js}","frontend/src/components/map/marineLandAwareFetch.test.js (new, 147 lines, 16 test cases)",NO -- but itself retracted twice: shipped INERT (fixed by 2f58c7e6) and then measured WORSE (defaulted off by f7714cf2),"ADDS_AUTHORITY + ADDS_FLAG -- a new default-ON shader sampling path (sampleWaveLandAware) replaces the plain texture2D wave fetch on the main heatmap pass, gated only by the kill switch __RAW_DISABLE_LAND_AWARE_FETCH__","Zeroing land texel weights and renormalising removes the windward 1.6->1.1 ramp; 16 tests, mutation-checked both ways; NOT YET VERIFIED OPTICALLY","CONFIRMED as a real behaviour change shipped ON by default. WebGLMarineShaders.js:98-99 adds u_waveTexel/u_landAwareFetch; :128-155 adds sampleWaveLandAware(); :470 swaps `texture2D(u_waveTexture, grid_uv)` for `sampleWaveLandAware(grid_uv)` in the MAIN pass. WebGLMarineGeoData.js:187 writes the ocean flag into chlorophyll alpha (note: the pre-existing `dataChl[i*4+3] = 255;` two lines above becomes a dead store). marineLandAwareFetch.js:27 at this sha has NO opt-in gate -- it returns on:true for any valid grid, so the path is live for every user. Uniform set on both passes (WebGLMarineEngine.js:1676 and :3114), matching the stated requirement. Test count 16 VERIFIED. LOC: engine 3203 (claim 3203, ok); shaders wc -l is 687 vs claimed 686 -- off by one. The alpha-channel reuse is safe: chlorophyll .a is read ONLY inside sampleWaveLandAware (grep of WebGLMarineShaders.js shows .a at lines 142-145 only; the other read is .r at :618), and no pixelStorei UNPACK_PREMULTIPLY_ALPHA is set anywhere in frontend/src.",REGRESSION_RISK
2f58c7e60cb9a24610870e25bfbd7e0fed9e9414,2026-08-18 11:00:02 -0400,fix(marine): the land-aware flag was reading the POST-extrapolation mask -- it shipped inert,fix,NONE,3,51,4,YES,"YES -- frontend/src/components/map/{WebGLMarineGeoData.js, WebGLMarineTextureEncoder.js}","frontend/src/components/map/marineLandAwareFetch.test.js (+28 lines; 16 -> 19 cases, incl. a regression test reproducing bcd8eb3e's inertness)",YES -- retracts bcd8eb3e's shipped behaviour: 'It could not [exclude land texels]... the fetch degenerated to plain bilinear',"ADDS_AUTHORITY -- makes bcd8eb3e's default-ON path actually take effect for the first time, and adds a new cache-key discriminator","Snapshot the true land mask before extrapolateOceanData mutates it, thread it to getMarineGeoData, and key the geo cache on its count; STILL UNVERIFIED OPTICALLY","CONFIRMED. WebGLMarineTextureEncoder.js:258 adds `const trueOceanArr = Uint8Array.from(oceanArr);` immediately BEFORE the extrapolateOceanData call, and passes it as the new 8th arg at :283. WebGLMarineGeoData.js:12 adds the trueOceanArr param, :36-40 adds the `_t${_trueCount}` cache-key suffix (only when trueOceanArr is supplied, so existing callers key identically), :203 makes the alpha write `trueOceanArr ? (trueOceanArr[i] === 1 ? 255 : 0) : oceanFlag`. dataMask still uses the post-extrapolation array, as claimed. The cache-key argument is sound: dataChl was keyed on cols/rows/bounds/oceanCount/motionCount, all of which are post-extrapolation. The honest admission that the first A/B was VOID (control leg did not reproduce the defect, 47 px -> 1 px hours apart on live forecast data) is a correct methodological refusal.",SELF_CORRECTION
f7714cf25a4508e3cdbf8c9139ca0e8e8536489d,2026-08-18 11:14:27 -0400,revert(marine): default the land-aware fetch OFF -- the A/B says it makes the halo WORSE,revert,NONE,2,28,8,YES,YES -- frontend/src/components/map/marineLandAwareFetch.js,"frontend/src/components/map/marineLandAwareFetch.test.js (+23/-8; 19 -> 20 cases, two new default-off assertions)",YES -- reverts the DEFAULT of bcd8eb3e + 2f58c7e6 (three commits and ~14 h of work) after a within-build A/B measured the change made the halo WORSE,"REMOVES_AUTHORITY + ADDS_FLAG -- the kill switch is inverted into an opt-in gate: __RAW_ENABLE_LAND_AWARE_FETCH__ must now be explicitly true, so the shader falls back to the plain texture2D fetch for all users",Enabling it CREATED a rim (madeira z9.3 control 0 px -> 40 px; z8.5 control 14 px -> 37 px) because renormalising makes the interpolant discontinuous at the coast -- a step traded for a ramp,"CONFIRMED. marineLandAwareFetch.js:29-41 inserts `if (w.__RAW_ENABLE_LAND_AWARE_FETCH__ !== true) return { on: false, cols: null, rows: null };` as the FIRST statement of resolveLandAwareFetch, ahead of the old kill switch -- so the default is off in both a bare window and a missing window. Test diff shows NO assertion was deleted or weakened: an `ON` fixture was threaded through the six existing cases and two new default-off assertions were ADDED. The code and comments are kept, not deleted, and the reason (C0 discontinuity) is recorded in-file at :30-40. This is the correct disposition of a measured regression.",SELF_CORRECTION
926ab45d35df2d7fb732bf21e35d3265f75e5cdd,2026-08-18 12:11:56 -0400,forensics(marine): the water_temp stack-order repair HOLDS -- and the island ring is a PROVEN resolution limit,forensics,NONE,3,449,5,NO,NO,NONE,"YES -- retracts the author's own first INV-1-broken reading (a filter bug: ocean-mask-inland-water counted as a basemap water fill by name), retracts the earlier 'windward 1.6 -> 1.1' figure to a measured 1.43 -> 1.24, and strikes through the doc's stale 'land-aware sampling is correct' recommendation",NEUTRAL -- two frontend/scripts probes + one program/ doc,"Layer order invariants hold on deployed f7714cf2; no single layer accounts for the ring; a Laplace/Dirichlet solve reproduces the shipped 1-ring mean to within 0.03 m, refuting a smarter-infill fix before building it","Diff: frontend/scripts/layer-order-audit.js (new, 157), frontend/scripts/ring-layer-isolate.js (new, 198), evidence md (+99/-5). Zero src. The 'refuted before building it' arithmetic (1.26 vs 1.25, 1.08 vs 1.09, 1.13 vs 1.10) is the strongest claim here and is UNVERIFIED -- it would be verified by re-running the Laplace solve on the grid dump island-grid-values.js produces. ⚠️ This commit audits layer order but does NOT append to program/weather-simulation/LAYER_ORDER_PROOF_LOG.json; that file is untouched anywhere in this 23-commit batch. Defensible (no ordering CORRECTION was made) but worth the owner's eye given the append-only mandate.",EVIDENCE_ONLY
a78228bc9c7813f0551c4d3d47ed2b2137b044f1,2026-08-18 12:43:01 -0400,"forensics(marine): the served grid is a 2-degree tile at island zooms -- 20 cells from a 15,023-cell source",forensics,NONE,1,56,0,NO,NO,NONE,NO,NEUTRAL -- one markdown file,"Production API measurement shows GFS/EURO/ICON all answer a 1-degree Madeira request from the 2-degree global_mid tile (20 of 15,023 cells); MARINE_MID_RES_MIN_SPAN defaults to 0.0 so the coarse tier is active at every zoom; capabilities.py misreports EURO's upstream as the 0.083-deg dataset",Diff is exactly one file: program/weather-simulation/evidence/ISLAND-HALO-ROOT-CAUSE-2026-08-18.md (+56). 'No code shipped' is CONFIRMED. Two claims are self-restraining and valuable: (a) raising MIN_SPAN fixes arrival coarseness NOT the ring -- 'Do not sell it as the halo fix'; (b) skipping the 2-degree tier at narrow spans is a marine-blank trap because that tier is the coverage fallback. The API measurements are UNVERIFIED from the repo; verifiable by re-querying the production grid endpoint for the Madeira bbox under each model.,EVIDENCE_ONLY
22ee14c2203825773825abf0bfc7c1783275bac6,2026-08-18 12:48:21 -0400,"evidence(marine): the Madeira 0.083-degree pilot PASSES -- windward 1.65 vs lee 0.59, 8 km apart",evidence,NONE,2,52,0,NO,NO,NONE,NO,NEUTRAL -- one doc + one raw response artifact,150-point 0.083-deg pilot against production POST /api/copernicus-marine resolves a sharp windward/lee separation (1.65 vs 0.59) that 0.25 deg averages away; land returns null not zero; 23.6 s for 150 points rules out on-demand fetching,"Diff: program/.../ISLAND-HALO-ROOT-CAUSE-2026-08-18.md (+51) and PILOT-madeira-copernicus-0083deg-2026-08-18.json (+1 line -- the raw response, committed for replay). This is the ONE commit in the batch that ships a reproducible measurement ARTIFACT rather than only a narrative, so the pilot numbers are the most checkable in the arc: they can be recomputed from the committed JSON without re-running anything.",EVIDENCE_ONLY
8565d02a8750114076939ac8981efea725b4b949,2026-08-18 12:55:19 -0400,"data(marine): the 0.083-degree island region list, derived from the production spots table",data,NONE,1,976,0,NO,NO,NONE,"PARTIAL -- retracts its own first cost table (assumed 2 KB/cell; the pilot measured 232 B/cell/frame) and its own 6.36 cells/s throughput reading, which fb50fa6d then corrects again by two orders of magnitude","NEUTRAL -- one JSON data file under program/, read by nothing at this sha","69 merged island regions covering 549 island spots, derived from production /api/surf-spots (1,773 spots) crossed with NE 50m land; cost table by cutoff; 6 orphan spots kept as candidates rather than dropped","Diff is exactly one file: program/weather-simulation/COPERNICUS_ISLAND_REGIONS.json (+976). No code reads it at this sha. The fail-safe-toward-inclusion reasoning for the 6 orphans is sound (NE 50m omits small islands, which are the worst cases). ⚠️ The '0.8 h per frame' throughput figure published here is WRONG by ~2 orders of magnitude and is corrected by the very next commit -- a reader who stops at this commit gets a bad number.",EVIDENCE_ONLY
fb50fa6d40d5a9477a82028a8ea756016016ed22,2026-08-18 13:08:58 -0400,"feat(marine): the 0.083-degree island ingestion lane -- the island halo's TRUE fix, ingest half",feat,NONE,6,594,0,YES,"YES -- backend/scheduler/forecast.py, backend/services/weather_pipeline/{scheduler.py, copernicus_island_ingestion.py, copernicus_island_regions.py}","backend/tests/test_copernicus_island_ingestion.py (new, 152 lines, 10 tests); backend/tests/test_copernicus_island_regions.py (new, 115 lines, 14 tests) -- 24 total, matching the claim","PARTIAL -- retracts 8565d02a's '0.8 h per frame' estimate as wrong by two orders of magnitude (latency is per CALL, ~12-13 s, not per cell) and its round(span/res) cell counts as 3.1% understated","ADDS_AUTHORITY + ADDS_FLAG -- registers a new scheduled CMEMS ingestion job in the production marine group and writes 4 layers x 20 regions of new products into the shared manifest. Kills: COPERNICUS_ISLAND_INGEST, COPERNICUS_ISLAND_REGION_LIMIT, COPERNICUS_ISLAND_DAYS","Ingest half only: writes 0.083-deg products for 20 island regions, ~4.3 min and ~4.6 MB per frame. 'INERT BY CONSTRUCTION. No serving tier reads region_id island_*, so viewport behaviour is unchanged until one does.'","Code CONFIRMED as described: forecast.py:162-175 appends ('Copernicus Island Regional', ingest_copernicus_island_regions) LAST in the marine group behind COPERNICUS_ISLAND_INGEST; scheduler.py:371-381 adds the delegating method; copernicus_island_regions.py:55-75 holds 20 regions; ingestion loops per region with try/except, step=1, and counts EMPTY as a miss (copernicus_island_ingestion.py:120-125). 24 tests confirmed by count. ⛔ THE 'INERT BY CONSTRUCTION' CLAIM IS NOT ESTABLISHED BY THE CODE. It rests on a literal reading ('no tier reads region_id island_*') that does not imply inertness: products are saved with model='EURO', domain='marine', layer in {waves,swell_1,swell_2,wind_waves}, coverage_mode='regional_tile' (copernicus_island_ingestion.py:135), and grid_resolver_selection.py:24-42 find_candidates filters ONLY on model/domain/layer and a +/-3h time window -- region_id is never consulted. The only region_id filter in the serving path is mid_res_tier.py:52, which splits out 'global_mid' alone, so island_* products land in the GENERIC candidate list. product_selection.py:_select_best_from_list then picks 'largest intersection area, breaking ties with smallest coverage area' -- for a viewport inside an island tile the intersection ties and the SMALLER island tile wins over global_coarse; grid_resolver_selection.decide_manifest_product then sets use_manifest_product=True when is_covered and not is_wider. Regions include mainland-adjacent bboxes (outer_banks, mid_atlantic, sw_florida, florida_bahamas), so this reaches ordinary US coastal viewports, not just islands. No test in either new file asserts serving inertness. VERDICT: PLAUSIBLE serving-path change, not verified at runtime. WHAT WOULD VERIFY IT: call resolve_grid() with a manifest containing one island_* EURO marine 'waves' product plus the existing global_mid/global_coarse siblings and a Madeira-sized bbox, and assert which product is selected. Also note the commit's own caveat that its 187-passed/69-skipped run was on python 3.14 vs the declared 3.12 with 28 of 46 pins differing.",REGRESSION_RISK
a1b5aac366f3ce3b0ac7c92a5a64d719a7222c54,2026-08-14,fix(alerts): the repaired alert path was a manual POST nobody calls -- the scheduled one claimed perfection from height alone,fix,WS-CAN-0066,6,468,35,YES,YES,"backend/tests/test_surf_alert_scheduled_states_the_quality.py (new, 180 ins); backend/tests/test_surf_alert_states_the_quality.py (rewritten, 7 tests -> 9); frontend/src/utils/notificationDeepLinks.surfAlertParity.test.js (new, 67 ins)",NO,"ADDS_AUTHORITY - the guard's census was changed from one hard-coded path (routes/surf_data/alerts.py) to an AST walk over all backend .py for Notification(type=""surf_alert"") / send_push_notification data.type=""surf_alert"", so a new emitter is graded without editing the guard","the 15-min scheduled alert now states quality, sharing the route's composer, and the guard discovers emitters instead of listing them","CONFIRMED in diff: backend/scheduler/surf_alerts.py:30 imports surf_alert_body from routes.surf_data.alerts (verified to exist at backend/routes/surf_data/alerts.py:22); body/title literals ""perfect conditions!"" and ""is firing!"" replaced by the shared composer; registration verified real at backend/scheduler/__init__.py:14,43,45 (IntervalTrigger id='check_surf_alerts', 'Every 15 minutes'); frontend/public/service-worker.js:283-295 changes the push deep link from `/map?spot=` to `/alerts?alert_id=`; test file goes 7 -> 9 top-level test defs with no assertion removed (one test replaced by three, incl. a vacuity CONTROL)",SUBSTANTIVE_PROGRESS
62ae29bbdd6a586ee3f304ee6377be30c22e8938,2026-08-14,"docs(audit): weather-sim 12.2 -- the program registers the WORK, not the SYSTEM, and a red optical net has been standing unread since 2026-07-18",evidence,"NONE (names WS-CAN-0066, WS-CAN-0027, WS-CAN-0037 in prose)",214,22448,0,NO,NO,NONE,"YES - retracts two of its own findings (""/api/health is blind to weather"" and ""mobile touch targets are 0 px""), and retracts its own security section's claim that no token appeared in any 12.2 artifact (21 pk.* Mapbox tokens found and redacted)","NEUTRAL - no code, no guard, no flag touched","412 runtime surfaces inventoried, 131 gaps raised, 67 killed/downgraded, three working instruments found with zero register presence","CONFIRMED only as a file drop: every one of the 214 paths is under audit/weather-simulation-12.2/. 22,448 insertions, zero deletions, zero production source. The audit's substantive claims (412 surfaces, 18/37 red nightly runs) are internal to the added markdown and are CLAIM, not independently verifiable from this diff. This single commit is 77% of the batch's 29,044 total insertions.",EVIDENCE_ONLY
886094ce7df4ecc9a3855ca8e3c364998c8cdcdc,2026-08-14,"ci(floor): raise the guards lane for WS-CAN-0066 -- MIN_FILES 150->151, MIN_PASSED 1706->1714",ci,WS-CAN-0066,2,19,2,NO,NO (CI config + one test constant; no shipped app code),backend/tests/test_ci_floor_staleness.py (constant only: _FLOOR_SET_FROM guards 1712 -> 1720),NO,ADDS_AUTHORITY - guards lane floor raised in both directions (MIN_FILES 150->151 is exact so a deletion still reddens; MIN_PASSED 1706->1714),the pre-push hook correctly blocked a1b5aac3 and the floor is raised rather than bypassed with --no-verify,"CONFIRMED in diff: .github/workflows/ci.yml `MIN_FILES, MIN_PASSED = 150, 1706` -> `151, 1714`; backend/tests/test_ci_floor_staleness.py:237 `_FLOOR_SET_FROM` guards 1712 -> 1720. The +8-vs-+9 discrepancy is documented in the ci.yml comment. The 1720 observation itself is a local run on a python-3.14 box (self-declared) and is UNVERIFIED here.",SUBSTANTIVE_PROGRESS
dd6a812666afe436fac31df7b70531b5f2dc067b,2026-08-14,"docs(audit): 12.2 V2 CLOSED -- the WebKit flake is a redirect race, not a weather defect, and the video it retained is blank",evidence,"WS-OBJ-705, WS-CAN-0027",4,178,5,NO,NO,NONE,"YES - refutes its own audit's section-5 lead that video:'retain-on-failure' caused the flakiness, and narrows 12.2's headline that video ""closes the program's largest evidence gap""","NEUTRAL - no guard, flag or test changed; WS-OBJ-705 explicitly left PARTIAL","11/11 WebKit flakes fail on the first navigation before any weather assertion; the retained videos are 1,924-byte blanks","CONFIRMED as a docs change only: all 4 paths under audit/weather-simulation-12.2/. The artifact readings (run 31771207733, 33.7 MB, 24 pure-white frames) are CLAIM - the artifact is not in the tree and the video is gitignored, so I cannot reproduce them. The refutation's own evidence (af0be9df predating 181b7ba7) is checkable via git log but was not the subject of this diff.",EVIDENCE_ONLY
8cf6be3eeca92f8531b26410c5dfc9e67af6e090,2026-08-14,"docs(audit): 12.2 V1 CLOSED -- the red was an 18-second BLANK OCEAN, caught on film, and the HUD called it LOADED",evidence,"WS-CAN-0067, WS-OBJ-506",9,418,12,NO,NO,NONE,NO,"NEUTRAL - records a FOURTH measure-or-refuse site (the HUD reading ""Raster Source: LOADED"" through a blank ocean) but adds no guard for it; WS-CAN-0067 narrowed, not closed","the zoomlab red was a real 18-second blank marine field across z6.14->z4.81, since cleared on the post-fix nightly","CONFIRMED as an evidence drop: 3 PNG proof frames + 2 verdict.json under audit/weather-simulation-12.2/. Deliberately does NOT claim causation (n=1 either side, several commits between) - that self-limitation is in the commit body and is the honest reading. The frame trace numbers are CLAIM; video not committed.",EVIDENCE_ONLY
1f4e5149abedef9bc8b6fab4d0d25135e5f787a4,2026-08-14,"docs(handoff): 2026-08-14 -- audit 12.2, the instruments nobody read, and six claims I retracted",docs,"WS-CAN-0066, WS-CAN-0039",1,194,0,NO,NO,NONE,YES - itemises six retractions made during the session,NEUTRAL,"session handoff for 791fdf78..8cf6be3e, 5 commits, all pushed","CONFIRMED: one file, docs/runbooks/, 194 insertions, zero deletions, no code. The ""5 commits"" span 791fdf78..8cf6be3e matches the log exactly (a1b5aac3, 62ae29bb, 886094ce, dd6a8126, 8cf6be3e).",DOCS_ONLY
