Area,surface_id,type,files_symbols,reachability,entry_point,consumer,objective_id,task_id,test_coverage,runtime_evidence,observability,recovery,status
"TEST-COVERAGE REALITY (audit spec §14) — the test estate, te",SUR-PATH-useGridWorker,processing,"frontend/src/components/map/useGridWorker.js:42 (onerror = onmessageerror), :68 (re-create on next use)",Active-reachable,grid decode worker lifecycle,marine/wind grid decode,WS-OBJ-301,WS-CAN-0008,"NONE — named by 0 of 228 frontend test files (positive controls: WebGLMarineEngine 29, TruthOverlay 3, colorScales 2)",already recorded by WS-CAN-0008 as 'Reply-ordering test (R11-14.3) still specified and unconfirmed',onerror handler present at HEAD,worker re-created on next use,Missing Test
"TEST-COVERAGE REALITY (audit spec §14) — the test estate, te",SUR-TEST-source-oracle-family,shared,"16 frontend test files using readFileSync (incl. TruthOverlay.fpsHonesty.test.js:21, WebGLMarineShaders.test.js) and 57 backend test files using read_text/ast.parse/inspect.getsource",Active-reachable,the three backend lanes and the frontend suite,structural composition guards,WS-OBJ-502,WS-CAN-0018,"n/a — these ARE tests, but they grade source text or AST shape rather than a computed value",MEASURED counts above with a positive control on the known WS-CAN-0063 source guard,n/a,n/a,Complete
"TEST-COVERAGE REALITY (audit spec §14) — the test estate, te",SUR-TEST-composition-recorder-mocks,processing,"5 files / 14 sites monkeypatching the forecast chain: test_rating_partitions_composition.py (x9), test_sim_window_scan.py:162, test_spot_conditions_surf_transform.py:67, test_spot_hub_local_size_reference.py:213, test_tide_reaches_the_serving_height.py:76",Active-reachable,guards/chain lanes,CLAUDE.md's ONE FORECAST COMPOSITION mandate,WS-OBJ-201,WS-CAN-0023,"every substitution is a recorder/spy/counter proving the production call happened with production arguments — wiring verification, not value verification",grep with the four chain symbol names; 97 backend files use monkeypatch.setattr overall,n/a,n/a,Complete
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-weather-grid,data,backend/routes/weather.py:106-168 get_grid -> weather_pipeline/grid_resolver.resolve_grid; response_model=NormalizedProduct,Active-reachable,"GET /api/weather/grid (public, no auth dependency — runtime dump deps=[])","frontend/src/components/map/backendWeatherServiceClient.js:25, marineControllerCache.js:221, backendWeatherServiceClientDiag.js:18; also called in-process as grid_series' per-hour resolver",WS-OBJ-001 / WS-OBJ-205,WS-CAN-0033,"backend/tests/test_grid_route_resilience.py, backend/tests/test_grid_clip_to_data_extent.py, backend/tests/test_oversized_grid_guard.py",audit/weather-simulation-12.2/evidence/network/health-791fdf78-window.json — not in the 51 tracked routes this window (n below the top-30 cut),request_telemetry route template; truth tag computed only on the point sibling,catches EVERY unhandled exception and downgrades to a 404 no-coverage JSONResponse (weather.py:156-168) so the client retains the previous frame,Complete
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-weather-grid-series,data,"backend/routes/weather.py:75-103 get_grid_series -> weather_pipeline/grid_series_helper.build_grid_series:653-657, :628-632, :713",Active-reachable,GET /api/weather/grid_series (public),"frontend/src/components/map/marineGridSeries.js:402,560; windGridSeries.js:175","WS-OBJ-002 (frames) / WS-OBJ-302 (latency, partially)","WS-CAN-0004, WS-CAN-0016","backend/tests/test_grid_series_frame_provenance.py, test_grid_series_euro_merge.py, test_series_build_time_bound.py, test_series_vector_budget.py, test_cold_start_series_warming.py","health-791fdf78-window.json: n=22, over_10000ms=4 (18.2%), max_ms 17883.3, p90_ge_ms 10000",per-frame served_valid_time / frame_offset_hours / frame_substituted / decimated_stride; run_census,"total failure returns HTTP 200 with frames:[] and a raw `_error` exception string; per-hour failures return (h,None) and are dropped silently",Missing Contract
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-weather-point,data,"backend/routes/weather.py:170-311 get_point -> weather_pipeline/point_resolution.py:234,262,281,547,574,678 (6 JSONResponse escapes that bypass response_model=NormalizedPointResponse)",Active-reachable,GET /api/weather/point (public),"map/backendWeatherServiceClient.js:26, backendPressureServiceClient.js:12, backendPrecipitationServiceClient.js:13, hooks/useOpenMeteoForecast.js:163,308, index.js:103; BACKEND: services/weather_pipeline/sim_forecast.py:238 over the public internet","WS-OBJ-002, WS-OBJ-202, WS-OBJ-203","WS-CAN-0005, WS-CAN-0014, WS-CAN-0029, WS-CAN-0034","backend/tests/test_point_resolution_is_stamped.py, test_point_coarse_gap.py, test_point_tiebreak_resolution.py, test_point_manifest_view.py","health-791fdf78-window.json: n=112, avg 59.7 ms, max 325.1 ms, over_10000ms absent — well inside budget","truthTag + gridPointParity, but ONLY when model=GFS+marine+waves or domain=wind (weather.py:196-198)",404 on no-coverage (3 sites); HTTP 200 with status:'no_coverage' on grid miss (3 sites),Complete
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-weather-spot-ratings,user-facing,"backend/routes/weather.py:462-623 get_spot_ratings, SpotRatingsResponse:420-434, SpotRatingItem:326-417",Active-reachable,"GET /api/weather/spot-ratings (get_db only, no auth)","map/spotRatingsClient.js:3,10; map/useSpotRatings.js:202; BACKEND services/weather_pipeline/sim_observed.py:98","WS-OBJ-201, WS-OBJ-207, WS-OBJ-603","WS-CAN-0023, WS-CAN-0062, WS-CAN-0057","backend/tests/test_spot_ratings.py, test_spot_rating_wire_contract.py","health-791fdf78-window.json: n=40, avg 812.0 ms, max 6895.7 ms, no 10 s breach",source (precomputed|precomputed_stale|live|disabled) + served_valid_time + frame_offset_hours disclose the lane and the frame,"503 load-shed above SPOT_RATINGS_LIVE_MAX_CONCURRENT; L2 read failure silently falls to live, disclosed via `source`",Complete
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-conditions-batch,data,backend/routes/surf_data/conditions.py:52-105 get_batch_conditions; error return at :94,Active-reachable,"GET /api/conditions/batch (get_db only, no auth)",frontend/src/hooks/useExploreData.js:29,"WS-OBJ-302, WS-OBJ-103","WS-CAN-0064, WS-CAN-0009","backend/tests/test_spot_conditions_batch_bounds.py, test_surf_conditions_reports.py","health-791fdf78-window.json: n=11, over_10000ms=11, avg 19496.7 ms, max 36025.8 ms, p50_ge_ms 10000 — the THIRD consecutive window at 100% breach (12.0 n=9, 12.1 n=8, 12.2 n=11 => 28/28)",request_telemetry only; per-spot failures are 200-bodied so err_5xx cannot see them,per-spot {'error': str(e)} inside a 200; truncated_to key when >200 ids,Missing Contract
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-conditions-spot,user-facing,backend/routes/surf_data/conditions.py:107-176 get_spot_conditions; hand-written response whitelist at :146-168,Active-reachable,GET /api/conditions/{spot_id} (get_db only),"frontend/src/components/SpotConditions.js:144, UnifiedSpotDrawer.js:158",WS-OBJ-103,WS-CAN-0009,"backend/tests/test_conditions_route_wire_contract.py, test_conditions_hourly_composition.py",NONE at HEAD (not in the 51 tracked routes this window),forecast_confidence forwarded only when present; every other producer key silently dropped by the whitelist,404 on missing spot; 200 {'error': ...} and 200 {'error': str(e)} on upstream failure,Missing Contract
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-conditions-forecast,user-facing,backend/routes/surf_data/conditions.py:179-216 get_spot_forecast,Active-reachable,GET /api/conditions/forecast/{spot_id} (get_db only),frontend/src/components/SpotConditions.js:176,WS-OBJ-103,WS-CAN-0009,backend/tests/test_conditions_hourly_composition.py,NONE at HEAD,source string names the service and model,"404 on missing spot; 200 {'error': str(e), forecast: []} on failure",Missing Contract
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-tides-spot,user-facing,"backend/routes/surf_data/conditions.py:218-331 get_spot_tides; global lane :245-275, legacy NOAA lane :277-331 behind TIDES_GLOBAL_SOURCE=0","Active-reachable (global lane); Legacy-but-reachable (NOAA lane, flag-gated dark)",GET /api/tides/{spot_id} (get_db only),frontend/src/components/SpotConditions.js:155,WS-OBJ-103,WS-CAN-0009,backend/tests/test_p0_alerts_push_tides.py,NONE at HEAD,station_id + source:'global' name the real source; refuses rather than falling through to another region,404 on missing spot; 200 {'error': ...} x3 and 200 {'error': str(e)} on failure,Missing Contract
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-surf-conditions,user-facing,"backend/routes/surf_spots/conditions.py:20-74 get_surf_conditions -> services/surf_conditions.py:13 OPEN_METEO_MARINE_API, :227-341 get_surf_conditions, :442-500 get_full_conditions, :61-99 _breaking_ft","Active-reachable — a SEPARATE upstream fetch lane (own httpx client, own 29-entry SPOT_COORDINATES, own NOAA tide client)",GET /api/surf-conditions (public),"frontend/src/hooks/useCreatePostActions.js:182, components/CreatePostModal.js:96 — auto-fills the post composer's session data",NONE,NONE,"backend/tests/test_surf_conditions_post_menu_iter195.py, test_surf_conditions_surf_transform.py, test_post_menu_noaa_wave_direction_iter197.py",NONE — never measured in 12.0 or 12.1; grep of both corpora returns 0 files for 'surf-conditions',surf_regime='offshore_estimate' discloses a failed-open transform; no rating/quality field at all,400 when no coordinates resolvable; upstream failure omits keys rather than signalling (:496 strips None),Missing Objective
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-explore-spot-details,user-facing,backend/routes/explore_discover/spot_details.py:36-120 get_spot_details -> point_resolution_service.resolve_spot_conditions:89,Active-reachable,GET /api/explore/spot-details/{spot_id} (get_db only),frontend/src/hooks/useSpotHubActions.js:93 -> components/SpotHub.js — the SPOT HUB named first in CLAUDE.md's ONE FORECAST COMPOSITION mandate,NONE,NONE,"backend/tests/test_parity_unification.py, test_surf_spots_explore.py, frontend/src/components/SpotHub.confidence.test.js",NONE — grep of the 12.0+12.1 corpora returns 0 files for 'explore/spot-details' and 0 for 'spot_details',current_conditions goes silently null on a conditions failure (:96-97),returns HTTP 200 {'error':'Spot not found'} at :53 where 404 is the contract,Missing Objective
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-explore-surf-spots,data,"backend/routes/explore_discover/explore.py:400-620 get_surf_spots_with_conditions; module-local TTL cache :39,66-87 (cap 500)",Active-reachable,GET /api/explore/surf-spots (get_db only),"frontend/src/hooks/useExploreConditions.js:302,368",NONE,NONE,backend/tests/test_surf_spots_explore.py,NONE at HEAD; absent from both audit corpora,none beyond current_conditions presence/absence,asyncio.gather(return_exceptions=True) at :477 plus a swallow at :116-118 — every per-spot failure becomes current_conditions:null,Missing Objective
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-copernicus-marine,data,"backend/routes/copernicus_marine.py:32-127 copernicus_marine_endpoint -> services/copernicus_marine_service.fetch_euro_marine (subprocess, long timeout)",Active-reachable,"POST /api/copernicus-marine (PUBLIC, no auth, no rate limit)",frontend/netlify/functions/weather-proxy-helpers.js:248 (Netlify edge function with its own stale cache),NONE,NONE,NONE — no test imports routes.copernicus_marine (positive control: `from routes import weather` IS present at tests/test_weather_copernicus.py:24; all copernicus tests target services.copernicus_marine_service),NONE — grep of the 12.0+12.1 corpora returns 0 files for 'copernicus-marine',logs point count and elapsed; returns raw CMEMS dicts bypassing WeatherNormalizer entirely (:99-112),400 on shape/bbox/count violations; 503 detail=str(e) on missing credentials; 502 with str(e) on any other failure,Missing Objective
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-alerts-check,processing,"backend/routes/surf_data/alerts.py:306-393 check_and_trigger_alerts -> resolve_spot_conditions:321, Notification write :364, db.commit():391",Active-reachable via TWO triggers — the public HTTP route and scheduler/__init__.py:43-45 every 15 min (scheduler/surf_alerts.py:21),"POST /api/alerts/check (PUBLIC, no auth, no rate limit)",no frontend caller; the scheduler and any anonymous caller,NONE,NONE,"backend/tests/test_p0_alerts_push_tides.py, backend/tests/test_surf_alert_states_the_quality.py",NONE — grep of the 12.0+12.1 corpora returns 0 files for 'alerts/check',"triggered[] echoes wave_height_ft, wave_period, rating, rating_level",per-alert exception caught and logged (:389); always returns 200,Missing Objective
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-weather-products,infrastructure,backend/routes/weather.py:56-72 get_products -> ProductStore.get_manifest + os.listdir(cache_dir),Active-reachable,GET /api/weather/products (public),"NO frontend caller. backend/scripts/product_run_age_census.py:179, pilot_pass_census.py:87, timeline_slot_census.py:103, repo-root weather_audit.py:15","WS-OBJ-302 (latency, via LV-07)",NONE,"backend/tests/test_weather_api.py, test_weather_services.py, test_capabilities_contract.py","health-791fdf78-window.json: n=74, avg 4052.0 ms, p50 5000 ms, max 9656.2 ms, over_10000ms=0 (12.1 LV-07: n=51, p50 5000, p99 10669)",exposes the full product manifest and the on-disk file list to any caller,NONE — no try/except; an exception falls through to the global 500 handler (server.py:514-523),Missing Task
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-weather-capabilities,shared,backend/routes/weather.py:706-713 get_capabilities -> weather_pipeline/capabilities.get_weather_capabilities,Active-reachable,GET /api/weather/capabilities (public),frontend/src/components/map/LayerAccessResolver.js:41,NONE,NONE,backend/tests/test_capabilities_contract.py,"health-791fdf78-window.json: n=14, avg 4.7 ms, max 8.3 ms",declared the single source of truth for max_forecast_hours (BRAIN_RULES.md:288),NONE — no try/except,Missing Task
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-weather-status,infrastructure,"backend/routes/weather.py:650-702 get_status — provider_status 'not_instrumented', stale_products_count None, last_errors None",Active-reachable,GET /api/weather/status (public),"map/backendWeatherServiceClient.js:24, backendWeatherServiceClientDiag.js:17",WS-OBJ-506,WS-CAN-0010 (closed),backend/tests/test_measure_or_refuse_last_two_surfaces.py,WS-CAN-0010 closure receipt (12.1 register) + source read at HEAD,refuses with a pointer to /api/health and /api/health/data — the correct measure-or-refuse form,n/a — read-only,Complete
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-weather-client-diagnostics,infrastructure,backend/routes/weather.py:715-755 post_client_diagnostics; sink = backend/diagnostics.log appended at :742-750,Active-reachable,"POST /api/weather/client-diagnostics (PUBLIC, no auth, no rate limit)",frontend/src/components/map/TruthOverlay.js:147 — the ONLY client-to-server transport in the system,"WS-OBJ-504, WS-OBJ-506","WS-CAN-0020, WS-CAN-0063 (fps half closed)","backend/tests/test_measure_or_refuse_last_two_surfaces.py, backend/tests/test_weather_api.py",WS-CAN-0063 closure commits (client ?? null + server 'unmeasured'),"one log line per POST; no aggregation, no cardinality bound on details",500 with f'Failed to save diagnostic: {str(e)}' at :755,Missing Contract
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-weather-diagnostics-log,infrastructure,backend/routes/weather.py:758-775 get_diagnostics_log — returns the entire diagnostics.log body,Active-reachable (admin),GET /api/weather/diagnostics-log (Depends(get_current_admin)),no frontend caller found,NONE,NONE,backend/tests/test_weather_pipeline_auth.py,NONE,n/a,"200 {'status':'error','message': str(e)} at :775; 200 {'status':'error'} for a missing file at :767",Missing Task
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-weather-ingest,processing,"backend/routes/weather_ingest.py — 19 POST endpoints; _run_ingest:105-113 returns {'status':'error','detail': str(e)} at HTTP 200","Active-reachable — NOT registered in routes/__init__.py; included at backend/routes/weather.py:778-779 (executed, not read)",POST /api/weather/ingest and 18 /api/weather/ingest_*_direct (all Depends(get_current_admin)),no frontend caller; manual/admin operation only,"WS-OBJ-304 (pipeline integrity, adjacent)","WS-CAN-0017 (covers the pipeline, not these routes)",backend/tests/test_weather_pipeline_auth.py (auth only),NONE,/api/weather/ingest returns 'ingestion_triggered' immediately; the background job's failure is logged only (:99-100) and never observable by the caller,18 of 19 return HTTP 200 with a raw exception string,Missing Contract
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-health,infrastructure,"backend/routes/health.py:71-287 health_check; weather block :85-103; status set at :190, mutated only at :250 (database) and :275 (scheduler); request_telemetry block :183-187",Active-reachable,"GET /api/health (get_db only, public)","backend/scripts/uptime_probe.py:120-131; frontend apiClient.js:46, WeatherDiagnostics.tsx:20,221, GoLiveModal.js:155; keep-warm cron","WS-OBJ-505, WS-OBJ-303, WS-OBJ-302 (telemetry block)",WS-CAN-0025,"backend/tests/test_health_peak_memory.py, backend/tests/test_uptime_probe.py, test_request_telemetry.py","health-791fdf78-window.json (this audit): n=143, avg 829.4 ms, max 17173.1 ms, over_10000ms=1; total err_5xx=0 over n=3133","carries request_telemetry, memory peak, runtime fingerprint, SHA",a weather-store exception sets weather_readiness={'error': str(e)} and leaves status:'healthy' — the probe then emits only a ::warning:: and stays exit 0,Missing Observability
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-health-data,infrastructure,backend/routes/health.py:299-317 data_freshness_health -> weather_pipeline/data_health.compute_data_health,Active-reachable,GET /api/health/data (public),frontend/src/admin/advanced/WeatherDiagnostics.tsx:27,WS-OBJ-505,WS-CAN-0025,backend/tests/test_data_health.py,NONE at HEAD,per-lane freshness report,"the ONE weather endpoint that maps failure to a real status code — 503 on critical and 503 {'status':'critical','error': str(e)} on an internal throw",Complete
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-request-telemetry,infrastructure,"backend/services/request_telemetry.py:41-63 record (err counted only when status>=500), :66-90 _percentile_ms, :144-171 RequestTelemetryMiddleware",Active-reachable (kill: REQUEST_TELEMETRY=0),ASGI middleware added outermost at backend/server.py:499,GET /api/health.request_telemetry; GET /api/admin/system/api-metrics; admin/system.py:156-162 measured_error_rate_percent,"WS-OBJ-302, WS-OBJ-506","WS-CAN-0064, WS-CAN-0010","backend/tests/test_request_telemetry.py, test_request_telemetry_percentiles.py","health-791fdf78-window.json: routes_tracked=51, total.n=3133, total.err_5xx=0, over_10000ms=34",bounded per-template histograms; percentiles disclosed as upper bounds with pNN_ge_ms markers,never fatal; a telemetry failure cannot cost /api/health its 200,Missing Observability
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-buoy-calibration,data,backend/routes/weather.py:626-635 get_buoy_calibration -> weather_pipeline/buoy_calibration.load_calibration_l2_cached,Active-reachable (gated upstream by BUOY_CALIBRATION on the cron that writes the blob),GET /api/weather/buoy-calibration (public),backend/scripts/forecast_accuracy_monitor.py:416 — the ONLY live input to the WS-OBJ-005 accuracy gate,"WS-OBJ-005, WS-OBJ-501",WS-CAN-0026,backend/tests/test_uptime_probe.py (calibration freshness half); monitor tests referenced in the WS-CAN-0026 receipt,12.1 LV-03 (armed gate emits SKILL FLOOR BREACHED at +24h),{available:false} conflates 'blob unreadable' with 'never generated' — but the consumer refuses on both,"forecast_accuracy_monitor.py:129-132 returns REFUSED with an explicit 'this is refusal, NOT health' message",Complete
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-report-calibration,data,backend/routes/weather.py:638-647 get_report_calibration -> weather_pipeline/report_calibration.load_report_calibration_cached,Active-reachable but Undetermined consumer,GET /api/weather/report-calibration (public),NO caller located in frontend/ or backend/scripts/,NONE,NONE,NONE naming the route (report_calibration service has its own tests),NONE,{available:false} until the cron generates,returns an empty availability envelope; never raises,Missing Task
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-admin-system-health,infrastructure,backend/routes/admin/system.py:165-300 get_system_health; measured_error_rate_percent:156-162; api block :291-298,Active-reachable (admin),"GET /api/admin/system/health (Depends(get_current_admin), get_db)",admin console,WS-OBJ-506,WS-CAN-0010 (closed 2026-08-13),backend/tests/test_measure_or_refuse_last_two_surfaces.py,"WS-CAN-0010 closure receipt: 4 tests, mutation to the 0.5 placeholder fails them","error_rate None => status 'not_instrumented', never collapsed into healthy",storage-metric failure degrades to a zeroed dict (:200-206),Complete
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-admin-surf-forecast,infrastructure,"backend/routes/admin/surf_forecast.py:229-271 status, :274-328 size-reference, :331-399 local-size-preview, :402-425 reports, :428-439 delete",Active-reachable (admin); size-reference and local-size-preview have no located caller,GET/POST/DELETE /api/admin/surf-forecast/* (all Depends(get_current_admin)),"frontend/src/components/admin/AdminSurfForecastPanel.js:36,43,61 calls ONLY status and reports",NONE,NONE,backend/tests/test_spot_hub_local_size_reference.py (partial); no test naming the admin routes,11.0 evidence/synthetic-probes/V1-parity-reverify.md:213 exercised local-size-preview,status returns live flag values as the SERVE BOX sees them plus blob freshness — the only surface that does,"per-blob {'error': str(e)} inside a 200 (:251,260,269); 503 on absent climatology (:308,310,356,360)",Missing Task
BACKEND API SURFACE the weather sim depends on — every regis,SUR-BE-mcp-sim-http-client,processing,"backend/weather_sim_mcp.py:177,240,318,622,663,733 (6 @mcp.tool) + services/weather_pipeline/sim_forecast.py:53-54 BASE_URL, :188, :238; sim_observed.py:98","Active-reachable — stdio MCP server, NOT an HTTP endpoint; it is an HTTP CLIENT of this surface over the public internet (default https://raw-surf-antigravity.onrender.com)",MCP stdio tools get_weather_forecast / find_best_window / find_best_spot / simulate_weather_change / get_surf_spots / clear_simulation_overrides,"MCP hosts; kill switches SIM_LIVE_FORECAST=0, SIM_OBSERVED=0","WS-OBJ-002 (composition, via sim_rating)","WS-CAN-0006 (model contract, Not Started / No Evidence Located)","backend/scripts/sim_health_probe.py (probe, not a test); no test asserts the HTTP contract it depends on",CLAUDE.md measured ladder at HEAD (0.5 m -> 3.3 ft / 69.7 ... 12 m -> 29.5 ft / 61.2),inherits /api/weather/point's provenance; no schema validation of the payload it receives,"never raises (sim_forecast.py:234 'One /api/weather/point sample, or None'); a 200-with-status no-coverage payload is indistinguishable from a real sample without reading `status`",Missing Evidence
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-WK-gridparser-worker,processing,"frontend/src/components/map/GridParserWorker.js (748 LOC); frontend/src/components/map/useGridWorker.js:25-26 new Worker(new URL('./GridParserWorker.js', import.meta.url))",Legacy-unreachable,useGridWorker <- usePressureEngine.js:45 <- NOTHING (0 import edges),none at HEAD,WS-OBJ-301,WS-CAN-0008,frontend/src/tests/grid-parser-worker.test.js (reads the file off disk and evals it -- tests a module that cannot ship),12.2 measurement: grep -rl 'calculatePressureExtrema' build/static/js/ -> 0 of 99; CONTROL WebGLMarineEngine -> 4,"onerror/onmessageerror handler present at useGridWorker.js:42, but no lane telemetry","terminate + re-create on next use (useGridWorker.js:42,70) -- correct, on a lane that does not ship",Conflicting
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-WK-forecast-decode-worker,processing,frontend/src/engine/workers/forecast-decode-worker.js (152 LOC),Dead,none -- never constructed,none,NONE,NONE,NONE,12.2 measurement: grep -rn 'forecast-decode-worker' frontend/src frontend/public frontend/e2e -> 0; CONTROL 'GridParserWorker' -> 7,none,n/a,Missing Owner
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-WK-gps-worker,processing,frontend/src/workers/gpsWorker.js; frontend/src/hooks/useSessionTracker.js:22,Active-reachable,useSessionTracker -> LiveSessionDashboard,live session tracking (non-weather),NONE,NONE,NONE,12.2 measurement: grep -rl 'PROCESS_POSITION' build/static/js/ -> 4 files,none,no onerror at the construction site,Missing Objective
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-WK-maplibre-vendor-worker,rendering,"frontend/public/maplibre-gl-worker.js (457,880 B, committed); frontend/src/components/map/mapUtils.js:15 maplibregl.setWorkerUrl('/maplibre-gl-worker.js')",Active-reachable,ensureMapLibreInit() from MapWebGL.js,every MapLibre tile/geometry parse in the weather map,NONE,NONE,NONE,"12.2 measurement: md5 public copy == node_modules/maplibre-gl/dist/maplibre-gl-csp-worker.js (dd56fbe95866b5ee76658b1c0778c77f); build/maplibre-gl-worker.js present at 457,880 B","none -- no checksum, no version assertion, exactly 1 reference in the whole frontend",none -- a mismatched vendor worker would fail at parse time with no diagnostic,Missing Objective
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-SW-app-service-worker,infrastructure,frontend/public/service-worker.js (395 LOC); registered at frontend/src/index.js:333; localhost unregister+purge guard at index.js:320-331,Active-reachable (non-localhost only),navigator.serviceWorker.register('/service-worker.js') on window load; registration.update() every 60 min,every GET on the origin that survives the :91-104 exclusion list,WS-OBJ-104 (only for the frozen prod BUILD_VERSION),WS-CAN-0039 (prod freeze only),NONE,"NONE -- e2e/weather-simulation.spec.js:27-42 replaces navigator.serviceWorker with never-settling promises, so the certified E2E lane has never executed one line of it",marineForensics.js:87-95 cross-checks caches.keys() against BUILD_VERSION and prints '[BUILD] STALE BUNDLE',skipWaiting + clients.claim; activate deletes every cache off the 5-name keep-list,Missing Test
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-SW-build-version-stamp,infrastructure,frontend/update-sw-version.js; frontend/public/service-worker.js:3 BUILD_VERSION; frontend/src/buildVersion.js:4; frontend/package.json:80 prebuild; netlify.toml:3,Active-reachable,"node update-sw-version.js -- runs TWICE per deploy (netlify.toml command term 1, then package.json prebuild)",4 of 5 SW cache names + the running bundle's self-identification,WS-OBJ-104,WS-CAN-0039,NONE,"WS-CAN-0039 re-measured 12.1: prod SW BUILD_VERSION = 3bd38a83 (2026-05-20), dev = HEAD exactly",marineForensics.js build_check event + console line,"tracked values are placeholders (SW 'd50cc058', bundle 'dev') rewritten at build time; a local npm run build dirties two tracked source files",Complete
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-SW-cache-spot,data,frontend/public/service-worker.js:107-164 SPOT_CACHE_NAME = rawsurf-spots-v1-${BUILD_VERSION}; caller frontend/src/hooks/useOfflineMode.js:154-160,Active-reachable,"fetch handler, OFFLINE_API_PATTERNS = ['/api/surf-spots','/api/surf-spots/search','/api/spots-in-bounds']",offline spot list,NONE,NONE,NONE,NONE,GET_CACHE_STATUS message returns key count; cache-fallback responses stamped X-SW-Cache-Fallback: 1 (:143),"refuses to cache non-ok responses (:116); CLEAR_SPOT_CACHE message; whole-cache delete on BUILD_VERSION change. NO size cap, NO entry cap, NO TTL, NO LRU; quota errors swallowed at :125",Missing Objective
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-SW-weather-exclusion-list,data,frontend/public/service-worker.js:91-104 (hostname/protocol/pathname substring exclusions),Active-reachable,"fetch event, early return with no respondWith","all /api/weather/*, /api/marine/*, map-tiles.open-meteo.com traffic",NONE,NONE,NONE,"12.2 source read: /weather and /marine pathname substrings exclude the real weather routes; om:// never reaches this handler (MapLibre addProtocol, not a network Request), so protocol.includes('om') is unreachable",none,n/a -- passthrough. Substring shape is the WS-CAN-0059 class but no live false match found among routes in use,Complete
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-SW-cache-gallery,data,"frontend/public/service-worker.js:7 GALLERY_CACHE_NAME (unversioned), :66 purge exemption, :168-189 supabase /storage/ intercept; writer frontend/src/utils/offlineGallery.js",Legacy-but-reachable (SW branch live; its only writer is Dead),fetch handler on any hostname containing 'supabase' with '/storage/' in the path,none -- nothing can write this cache,NONE,NONE,NONE,"12.2 measurement: grep -rn 'offlineGallery' frontend/src -> 1 hit, its own docstring",none,"deliberately exempt from the deploy purge, so any legacy data in it is immortal",Conflicting
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-ST-ls-marine-cache,state-lifecycle,"frontend/src/components/map/marineControllerCache.js:24 LS_MARINE_KEY='rawsurf_marine_cache_v10', :50 persistCache",Active-reachable,module-init hydrateCache; setMarineHourlyCache -> persistCache,lastKnownGoodMarine seed for the marine map lane,NONE,NONE,NONE,NONE,"console '[Marine] Hydrated from localStorage: N pts, age Ns, provider=X'","HOURLY_CACHE_TTL 60 min on hydrate; hard reject + removeItem when provider != 'open-meteo'. IDENTITY CARRIES model but NOT run; key has no BUILD_VERSION, only a hand-bumped _v10, so it survives every deploy",Missing Objective
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-ST-ls-wind-cache,state-lifecycle,"frontend/src/components/map/windController.js:34 LS_WIND_KEY='rawsurf_wind_cache_v3', :37 hydrateCache, :47 removeItem","Legacy-but-reachable (read path live, write path deleted)",module-init hydrateCache only,lastKnownGoodWind seed -- always null on a fresh profile,NONE,NONE,NONE,"12.2 measurement: grep -n persistCache windController.js -> 0; git log -S 'persistCache(LS_WIND_KEY' -> 3cca47f1 (2026-06-08, the <800 LOC refactor, 63 insertions / 240 deletions) removed it",none -- a permanently-cold cache is indistinguishable from a cold start,n/a,Conflicting
